defaulted_loan,client_id
False,RTVF6398381731290
False,HRIY6323569736796
False,MUNJ0824225278039
False,TFKR7673204272907
False,UEOT3491815539702
False,HIGR5180054976455
False,VOBN0766341736273
False,DRKJ1067311398775
True,CDTF4065897960800
False,BDJN2219576665875
False,BNFC9610150351933
False,NKGG0451344069098
False,TBKW4062753319076
True,DHEZ2802887492851
False,DRTL7838374239684
False,WXTD5626661539219
False,CYBJ3212051134130
False,EGJL4434083901449
False,RCWK6022475686529
False,YKWY9754766298751
False,OOLA6619276646713
False,BTPV2879828757174
False,CUDG4725566925827
False,HEJQ2228831372786
False,DGLZ7043275294553
False,YOSR0665492171787
True,DIEM5313470280648
False,NDHS5372561448306
False,YOUY3520681026670
False,OFJH4258268113242
False,XOVO4712688571764
False,BAHQ8057606623328
False,UZFD5640833273483
False,DDET9794018526216
False,YCUP3604452547628
False,IHHN3990797818641
True,ZOQJ4900982281621
False,KFAF5323687945325
False,SCBK2395038566378
False,HWDP2581647839686
False,GEQK2247031205756
False,FCGN7734057398137
False,TVJZ5453035500002
False,BLKB4693919925038
False,LOZQ7649967146968
False,WRKS8321368720856
False,CROH3795564908054
False,FDPW3437660561473
False,EAOA7040469156923
False,AKPO2586917090864
False,XAOF7530058837084
False,RPLB0571469522339
False,ONKZ6963166676209
False,MFEA5458919066806
False,KUWI5235976026423
False,ALEQ8787069737293
False,QVWD3256979508006
False,UXIJ6963076030508
False,GPOR8855389045838
False,RFKF1303601469562
False,XQNA3712404896866
False,FHUV2355326594502
False,TDFI1995071817034
False,DKGO8479433810605
False,XLKT7335904671540
False,DNDY9069946768873
False,HXVJ9735263901000
False,BPZG1527008574257
False,QQBZ8990072707874
False,WTUW6752901922460
False,PQJC2091370591741
False,UCUE3324467675600
False,RCWS6132586467130
False,ZUPW3748950598860
True,UKRQ3858691101903
False,WMKT6878338380337
False,YYPB3679811821656
False,PIKX4895378572180
True,TETA0676948715356
False,QUCH8038805457137
False,ZFCG9661580333490
False,CNTF8639542510209
False,IKIR0402172634263
False,ECLI0493876458522
False,CZIN9044147586850
False,DEJM8200336182630
False,ICCB7403544829545
False,JFPW6921715821938
True,YEWK5187620098148
False,PIHR3566493491890
False,TWFF0337722733429
False,RNRQ0990617666340
False,JGKS9917458601663
False,AEVU1180675704667
True,EEJB1307296929094
False,MXSF2552913976820
False,XBXU6219476288279
False,WFXN8699740919079
False,KKCQ3663839992349
False,BATO5910251612713
False,SRVH9638055433439
False,YKRB6588836458784
False,TTBH3327537938859
False,IOZS8781686042866
True,QAPF2666362136851
False,UDLZ5689381970404
False,VQVJ7091744125747
True,HHGB2461996828722
False,GGFO8884996468897
False,IRQG6568288833579
False,JYJI1780834538392
False,ESDP6398127722967
False,SYIV7466491521074
False,BUZY3863869647149
False,RIWJ7539970016831
False,SMCU3182046152100
False,ZVNM0172990566842
False,UZEM6982784507474
False,VQIA2271650644369
False,ILFT3728764944262
False,BFMT1261831780682
False,EXBI2402874049781
False,SKPE0331318263292
False,QLCW4731322580137
False,VYPU5186817542005
False,TNWF6151281894888
False,LABO8346376237286
False,IFYK0169648958325
False,SMJD6152508537017
False,CWLG0843095635805
False,JUAT0201260791421
False,ZJKV5083492296481
False,QKIL2565318478257
False,YOFF8808762447665
False,WYOM5775090805298
False,NVVB4138549480427
True,OXOY9823505393895
True,KCUW1704976611742
False,KCVT2423684862474
False,PWOI8334687764329
False,SWBO1473973478964
False,IFDB6837301030278
False,FHHU0005047057483
False,YQZB6830303477782
False,HALC8291556290629
False,ZSUV3069113499660
False,GTFD4399273675891
False,XNNP3205739310004
False,OPWE0421825711691
False,MGHR1283301685411
True,KMJA5121233963585
False,MHWF9067164918585
False,AZOX6898712115254
False,OTLZ3968082887937
True,WWSW2637808726881
False,WJSF9326753925309
False,EIUC7884059763996
False,FWYT1978732996318
False,BQJM4493416872030
False,OKXH3551497181159
False,HDZX3552034366705
False,ZLKF1153433666457
False,RPIV1959665139443
False,VHLO3748477431437
False,EONR6376749581611
True,DSXU0329157516257
False,ZVXC2306261595674
False,GCMO6371284372469
True,RMBC5168282450982
False,SEBI0346061068921
False,SSIH3855913771110
False,GLQQ0488566565250
False,JHGI0703227003288
False,HXBT3233856232361
True,XBVP5979308676604
False,DROY6404687492740
False,IPLS4028079968334
True,MXEF4604574023297
False,VZGI4876348570159
False,UEMO4925996419057
False,RQTW9595443024099
False,QEXW9750582341791
False,BLGA0142475991770
False,ZYDE0577726152716
False,ASZA6878531769050
False,IGCF7395386624860
False,MQAB1624712410857
False,GLHY4050443942760
False,GLUZ5951804103062
False,EIZL1048484577537
False,KSVL2369485759465
False,VSOO2362274505855
False,LYXI7470853567298
False,HYED1119130841647
False,GDUH4544347798869
False,JPEP6708259860598
False,COOQ2925284501984
False,QEOG3004226322516
False,QMOU9921524613954
False,HNCJ4413924543124
False,FHOW6598212080825
False,RVYW6831838720251
True,MYKK0523418970850
True,QGZY1647725912618
False,BAVE0303013217017
False,CABH0602198253827
True,XRYJ0815564007394
False,RTSJ8451525972252
False,MLNE9713354033201
False,FFVL0846842645867
False,TTQY1877361934353
False,CKCH1939347924673
False,DBJN3629813448990
False,CNSR4538547957595
True,ZDNU6124246598582
False,MMWS9411876070052
False,XBUC8452829896937
False,IYDX1844558356857
False,KSQD3792771190786
False,MCII6529983958039
False,LRIS9746171081962
False,ZDNR0214623473323
True,AQFR6446886938698
False,WBVG7843048820094
False,MBUW6714855808832
True,XKFS3121232861756
False,CQIR3316021546554
False,LIER2277448846069
False,ZXAW2070163531948
False,KCBC6793516726155
False,UYDT2286151726836
True,ZZBT5516348533682
False,LRFP8760321502421
False,GYYR2448921500524
False,ZJTI9439083875163
False,SDSC2564653759558
False,XCPL9077343506114
False,AGWP7425929109394
False,PBYM7362390504512
False,IUOE9190486011358
False,LLHO2421760004833
False,UGUE3787769099179
False,ZMTY5149346764480
False,NQRW3568689422535
True,JQLR6967471094393
False,RNUA4033704157597
False,GCTG9301507500462
False,HCCD9254111896048
True,SLSC7517705988873
False,HWZL8302106447186
False,NLEH8495984996743
False,TFOX6498202987131
False,OTBU3079634696660
False,ACVK8910226303462
False,GXLH7555920741689
False,PUWH2447754343757
False,EUGU4904584950036
False,NNBJ7430841364681
False,DDLZ1443646285338
False,HGJJ5829622405855
False,WWFP3043863823818
False,HNGB8207378723844
False,TMBB6733510378559
False,BFSU4917601899574
False,PJNO8629651470753
False,FGNV1516313883982
False,ZTCL9206419928754
False,YEVY2112868449500
False,XGSA6820509323636
False,GZCQ6630502248278
False,LLNO0173974124673
True,PNLZ0212640605287
False,OQAJ6777825828044
False,SCYU2918189845226
False,GFKB7622073731909
False,UHYC4856050190537
False,WKSQ4629169418091
False,KPEF3620657468720
False,JQGQ0240079863484
False,DXFP5507978833595
False,FAUS5123843005118
False,ZBXV8766007220902
False,FNPL1769165311060
False,GYYO4660121924208
False,TEGA9619729177662
False,ETPT6707492476510
False,DCVX2108443631983
False,KTVA3277843348221
True,SORN5481913378233
False,DDRV7763521968229
True,BZWA1037651587708
True,CSRQ6584056297820
False,UKZJ6442942534065
False,XCCD0478648710060
False,KMJX7074566559262
False,MNQU5986463417185
False,EUPG5813354352182
False,AHVF0623932112940
True,NDJU6522725086730
False,UFUH1090830844251
False,PKLF0636662704035
False,NOLS3836202622055
False,DQAF4431927631332
True,AWWN1249302571868
False,EQAX1768961908361
False,OTIN5486257990014
False,HUFL1621446124769
False,MMEZ7432584337550
True,LGVE5885590698935
False,NLMQ1923566877321
False,GFQT1791631959876
False,XQLV4382213974470
True,PFGW8641471607406
False,GLDR8986659884844
False,KLOU6387691665661
True,KWUR4195552841590
False,KRLT9238833648265
False,CGIW4905322287526
False,OCMW7684211415844
False,VIXD6028542325363
False,JCNH4275457033768
True,HTLP0139226436741
False,IIWH3479009933687
False,IAMH5022646821748
False,JFNY5741845097833
False,THFT6279441539954
False,WVHA1759066197655
False,MDCF3392709990879
False,RGYR6962425227392
False,JEBA4827925434439
True,LTLZ1396297852096
False,FWRG8111808649347
False,OBNN3060098228312
False,XIST4785860686861
False,LQKH2325615936505
True,CGAR5088512033813
False,JSLG9472985492149
True,WIFF0355180164700
False,ZZSW8803393592295
False,DCKI5532142855611
False,IYYM8412600676766
False,QTDP4462047849721
False,DTHN5949339452263
False,ATWV7122008059034
False,HDIW1489744553092
False,HXFR7393755154335
False,CBFA1243422345173
False,GTXV1139400814823
False,WZCM0926406897775
False,WBDV0556313992964
False,EKHA4039523644386
False,UIYJ7522203384768
False,LDSV6209543703577
False,OMRQ4591155165349
False,JAYR5635633258134
False,YNEF4211686320864
False,PKZW1136731283008
True,VIYM2596461436140
False,ZCNL4971014595323
False,VNJR9368128609518
False,NWPM0911213533562
True,AQIC0007768847865
False,GBGV0781556946307
False,EOLF3247560580997
False,NLVF3434443790664
False,LDQB1058746591648
False,MYAT1942961939899
False,HSBD6735203632443
False,GATI3416324331314
False,YRRX2942117153159
False,FRQN7684783962168
False,IXVB4875308422727
False,TPTD9627133733458
False,NYDL6218942471106
False,BMHH1341710701415
False,MGWX6233075915068
True,BWTL5628635772324
False,ZAUO5130887879472
False,KATX5912468039986
False,TMIV0242590652420
False,TGAW7060833759114
False,MAQG6376073675557
False,BJIM9891459324703
False,JBUE6593673324514
False,OKTO0248313095918
False,DPQU8092832857545
True,UBDY7499729106105
True,WJKG8419429732891
False,JXUS2103870148690
False,OGID7471202754631
False,SFQD8529323312567
False,ZACY7834115398930
False,OWOE2640404455737
False,ZUTS6939969648778
False,IVVQ5829435595249
False,EYXM2759826565567
True,QYUV6392174921958
False,QSYR2647805580422
False,AHKS4727583370429
False,KZKG8236553498069
False,VFAX7184140639943
False,PPPL2222549127246
False,MSST0188523066333
False,PFFC7620962546649
False,PCAD5344412401593
True,HTNP7549258716569
False,ZDSL2682925604586
False,PUUD7118100872607
False,PUGE2792658682661
False,JZUG0918475975901
True,FBPN4037108511759
False,EZRG1691429631348
False,ADSN9939289198055
False,BYZZ8601985184434
False,WQOS9324325678375
False,WSUL2781580894748
False,UKQB6505351943731
False,VAGG9646983298482
True,DJVT8939867835684
False,RXSY0709342684036
True,MBOR1016134343545
False,DWIO2603212306825
False,VQEW0319752945820
False,BTUS9722592350613
True,GNMO8756186311241
False,JMOZ3481031995787
False,QINZ1402723317641
False,ALWY6953422266265
False,NTAW7365017803971
False,JULY0638011862077
True,MNVU1301144933336
False,UQFH0504729421244
False,OTAB1216187156099
False,VJXS6900499717652
False,TXMM3796190485039
False,RVFR0257433651086
False,ASOJ7464026823988
True,EHFC4392080167670
False,WQSQ9279579485749
False,FZAU9300753325221
False,OUVM1214560965190
True,IYMU8217554399330
True,NAQN5475191727162
False,DJQP2575723524441
False,BDNX7125216777151
False,TTPX6333392347940
False,DNVD1027846139774
False,TBKK4209124777555
False,CITF0382279442526
False,ZMUX2603928761615
False,NHOY7485457045033
False,MUQB1514646552560
False,EZFS0197393356769
False,BBHX9866226216710
False,USQC0821948592364
False,MQKC2079233325913
False,YBDC3424758878727
False,XPBF9678243179060
False,BWCI3995117621971
False,MSPD6090822421899
False,EWLE2783040959240
False,WJJE2927021991012
False,BAKO4540083467275
False,MBJI7704640996447
False,GIKR5026218301007
False,ZAVD1183660986253
True,LHQQ7602954715690
False,TCPN4038811908974
False,CIEA0220822736499
False,ONFY3589583506874
False,JRTH3791915566206
False,QAAZ2270683633239
False,OCRU3283473804529
False,NRAD1936477485713
False,YRDY0277479743848
False,DDLQ6632081941616
True,SACR5367603056095
False,RMUR3713667541465
False,PFNK6045523696106
True,JACF1858445098245
False,UXZO2543343801307
False,GOHA3544942756919
False,IAGR6779977253874
False,ROSH3931148793237
False,TKYT8786984317857
False,AXHH5587239646622
False,MKDI8063798448368
False,WKJY3901352493469
False,CMBR8342060537746
False,BLST4472987487340
False,IFGV6237826171774
False,TFHR0942963302424
True,ULFP7874361802115
False,UGAI7086398570188
False,OQMM1009484347978
False,SJZY8274999768908
False,ORVP5579953980733
False,PXJV1141052677051
True,SFRW8763869819932
False,AVUS9765016814779
False,NRFV2926989042368
False,QJYS9806613680802
False,CGPY2538666133950
False,RVBC2084256368068
False,ERER0299503101991
False,QVPK3074785879313
False,DFFE4750856434233
False,YZWL2593892151975
False,ZYMS5236141092059
False,ACGT1920487087660
False,LDJM4366796044455
False,MDNF2526566482561
False,ZGQQ0833187469458
True,ZTJO7012360088862
False,BGBS3651547116568
False,TKTQ6032535788889
False,EWUK4385186689748
True,PRXX3208475123725
False,RHZI5046282170234
False,IAPF9468373204842
False,YMNX4136467135377
False,JXID3325746020575
False,HYHZ4791236403653
True,HNLB2830466806613
False,TZQL5406198507876
True,ARWI0871662923619
False,OUQN0676208225139
False,HRTP9055580673351
False,OTFE4630576971499
False,CRDH8794280463275
False,QUEO1838572868658
False,OMZN1037453864149
False,KBFA0457703310645
False,DDYP1675355873110
False,ARGY9937640461437
False,IZUJ9761064664192
True,QZLA6464291351950
True,NUIA9170552454641
False,GSJX3686600102223
False,VATR3693398912686
False,SBYO0343493751905
False,LVPA5242700215415
False,USSD8855724289789
False,QQMO6952706029717
False,MYUB7276695116375
False,HOOL5105956644793
False,NQBK7380157588781
False,DGGH6862420498865
False,WLCW5263221143445
True,XVBJ2328430399407
True,HWTB9836645291851
False,WFXH7971581160369
False,JEFV5445353498213
False,LHTZ0780416221820
False,LZGO6672880858536
False,PFRA4640100943426
False,WUOH4868572975575
False,EGSC4826408720151
False,JYDQ2241277654838
False,DOLE4986686260366
False,KVVK5406212986343
False,NPWN3837011548604
False,NDWV5152981599276
False,REMQ5501431726756
False,PMTR1929016344044
False,RUGX5620717729518
False,GNPV1752694917552
True,DBKO2178046792878
False,FWKC2373302971368
False,YYOI2201651129389
False,CTKW6545912549387
False,ZLNS1579693674648
True,TFOH2857159059564
False,BRZQ4535479319613
False,WGYT4282526278043
False,FCND7258541018389
False,EYYU7659583097543
False,PGYQ6335920764161
False,LMLT9161147559176
False,WPMJ9565114195256
False,MHHY4358941619626
False,WXQR4235198363751
False,EHYH3926540139728
True,EMHM6824232405531
False,TBEL0786259603304
False,BQAB5770564442080
True,AMLV0211021822628
False,SYZM4604818724167
False,WIXC7431990896312
False,NJSB9736584684829
False,QWEM0222068762069
False,QBOM9098439937174
False,VMKN6419223204313
True,KFRG8740748406379
False,SGBB7413692932178
False,MJQR3716255372167
False,IBHG1700193609643
False,YHNU4516328564568
False,DRNW6891012329090
False,BYPJ9024703262773
False,AMZC3027371438030
False,GNBQ8260616897203
False,WNIJ9874804153537
False,APIR0972972931873
False,CFHJ4118714001915
False,FIVX2637870356005
False,GSNP9088805768060
True,ZGDV4061873167941
False,SRQE5403271815068
True,BSEA2038462854136
False,OJRG3407684373548
False,FNWL8751598420161
False,EGYA5580759881132
False,HDPU5769859735506
False,SUTW5758664139245
False,DQNC7816888180861
False,ZXFE6014501000927
True,MOGB3866315979827
False,OQSS4038254060065
True,ZNLS9154219886614
False,WPRQ6834700829799
False,VQWN2726981037328
True,PEJN6999671714663
False,GZFR4631673048831
False,YBFK2811367444950
False,OXXR1336546042141
True,XCLL1716448095518
False,SCYP2353134540210
False,WKQJ8337557181551
False,DPFQ5605498102279
False,MWPT6349472352926
False,DNOK3623350448073
False,YTUS9327130774224
False,WSHT1210102588152
False,QNBF5480669645930
False,PJUR5620690686292
False,WBYY0424662098323
False,LAGY0066214238036
False,NDXR7251057109908
False,QTMT2189063137372
False,JBCJ6286643998679
False,HRWH8494408352298
False,YPQC2611190641169
False,LFUI5273736436920
False,RHRC1224660704953
False,OIHD8407744362561
False,KMEL6971133629020
False,DQVL7375065877183
False,SWFE4214509597247
False,BKPR7999221900924
False,KBKQ0352663109769
False,CFOS2805479731582
False,XNPY1863771590052
False,TYWF1059485407793
False,OKMI2908356659135
False,FUMJ1621125420820
False,XXQI7019819875854
False,NZIN4701778967067
False,UDFJ7082162387491
True,GDXT2853616685955
False,JHMR7277592368247
False,WTYX5010656268194
True,TKIA6224487287074
False,EQNF8857154651877
False,IUUP9252942380237
False,ZXFQ5945206262317
False,ZKFK6130501257874
False,MDAK1383367906424
False,PBGF3027026695882
True,WUAW2817059106072
True,UDJQ8513468938659
False,VOPP7189419085590
True,EHKI7427956907912
False,QGQG4605730694117
False,MLEU6796546863439
False,EJQN1770279343986
False,BYJH7167299278784
False,QQPU0398884935409
False,CREP0627936148832
False,YBXJ0698828850199
False,GWEM5252316853138
True,HIJE5477867019451
False,AVNL1742429764934
False,MZED0665117994959
False,RXSK6745160545943
False,KGUP0743574627398
False,DQWQ1258436763181
False,JVLF2674969831850
False,NXJH4935033887793
True,YTUI1892571072453
True,UYXS4841521328204
False,KWOY4445792383476
False,IGXW2738934389559
False,QNVH2256492646640
False,TAKA4547711438341
False,WYKI9846402423763
False,RPDF4935377416979
False,JRAA5228771055332
False,ZXVQ8744759574076
False,OIRY5953036477120
False,YLFN6781616083996
False,UDYG8268242175486
False,GYXJ0331224488979
False,SSVH0958320682445
False,ZUUS2846998155416
False,ETLH3361452781443
False,MYRQ8364188269301
False,GZPT5741639689149
False,KXGU8267254888976
False,OYOK7754845810012
False,ZQXQ9107271730520
False,NXOQ4983527713640
False,MGXQ8529721738400
True,AGAG6308245385456
False,QMPY1753182051706
False,NOIF9781210371630
False,SKRL9328806221557
False,JPRA3505387389587
False,XPOV4262133536013
False,IDJJ9917200444048
False,KSRS7020196276007
False,TUUX7138575783064
False,FDAE6727916100643
True,OFMD2531792797023
False,OFBX1678277429865
False,SQSZ4604135069730
False,QKRY6990261751651
False,FUNO4024109236977
False,UJNR2957285122624
False,DVTB4964936160174
False,LUEY0350777125002
False,YVUW5385250549541
False,QDVJ2068098336038
False,HBWE1392482537240
False,OJVM3864878479144
True,XVVR1019044994935
False,MCNP3053702167199
False,ZCHR6854149325034
True,DLAF1824544555221
False,BKAJ2714063099900
True,MQAT1807035069235
False,RSHU0948135137106
False,UNGY8167663862679
False,QGTD3209229981674
True,LBJE6081711986690
False,UGAR7425712264929
False,JJFK8492559726924
False,CLJO3489416510720
False,SZNI4210766195056
False,MBQG3673371173998
True,DRHF0036686079637
False,VALH3413666427532
False,OQKX5248480408346
False,LKGS0516834234805
False,TYSY9293917279931
False,FNMX8439376372803
False,QYNR0359679642649
False,BCFA4309573806803
False,STGO3270601642156
False,TSWD1880081046258
False,TNYD3212886109042
False,PRNH8281210770105
False,JNES1751997245546
False,XPHH6828855517388
False,WMRZ1195022181796
False,ZUHG3657010375449
False,IGXA0237783320464
False,DEGF4986355482169
False,ACIT4316837938927
False,OJFI3938390442031
False,NIVC1297645890239
True,JNBO4666872306547
False,UWDL6916039597086
False,LAJA4110973666877
False,XQFG6825384071772
False,SXXC5077829659235
False,WMZI4621381711555
False,PHTY4843242375092
False,HXSZ3587561606401
False,OJGD0241474320382
False,ZAFY7300694074298
False,TUZB0380430098532
False,ZHDK4342510635999
False,BAAA6999675866689
False,DFUV4070266956573
False,QPJR8300512434291
False,GVQX0591653249934
False,DFKT3016405954979
False,YZHM4232647987967
False,RZTM4806655244539
True,ICXT8722776105284
False,UPEQ3377595057716
True,JFWX0580588361600
False,OEUZ5298958843658
False,KUCS0753284834084
False,OURH1382550670756
True,XYKJ8235871482658
False,MIBI7704124361347
False,EDHU3333435207945
False,ELAF2951242806665
False,OBTD1716287771955
True,RMND9881265655096
False,KTCM2562377621115
False,OZMH7769780343812
False,IKCK9471546029283
True,HATM7370068364508
False,ADLD9429354764737
False,WZYA3551703014385
False,QQBA8738666140783
False,KTKX1143685762234
False,UYPG8538428463618
False,RRKP8277759406656
False,UAKV2834426179946
False,XVPP2749893612004
False,EQDU6177939806278
False,PEJV8485812286391
False,RVRQ6864938464656
False,CYBQ9161665883040
False,FLDJ9536667840056
False,LLLC5162056463704
False,NRSB3378995190072
False,AJPC8186608512389
False,TDTX7576161986502
False,XJRS5418858038927
False,YFLZ4950816116296
False,WPKY9345461926062
False,ZYKZ8640396255607
False,RXYW2441164500578
False,UKUQ2917426101859
True,JDFJ3633569390697
True,UBPO3317420300978
False,CKKU6461973420801
False,CMXU3044809900791
False,RRJG4496181707094
False,WCOI6290237776319
False,NCDG5209206858675
False,DHPS9432597974240
False,SOZX2030331567229
False,HKWQ5403636824617
False,RHJN7716992137847
False,GULK9756183235230
False,GEJQ8265355607854
False,TIKI1454549461703
False,DJHU9428700790334
False,MMVR2481166880921
False,MXRK1665231764639
False,SIXY9352409009623
False,WXCU7552800661345
False,FUIT3850327154153
False,XLPF9151951463214
False,GUSP1762760757390
False,QZWZ1737138988108
False,TKDN0164448075341
False,IOCI8633682993046
False,SZCG1014790640855
False,BEWY8172468281625
False,VVTV3355246358562
False,QIIF1756975505222
True,FCBW4915813996597
False,NVTN1678949819267
True,GPWB5996543627988
False,XBWT6992486007640
False,GOAT0165121719006
True,ASML4424262367507
False,PECC3445065811902
False,OVYF6106687800513
False,CLFD4976917071764
False,WSXE6941314146111
True,OHRL6041729037614
False,ULDE7657435923516
True,WWJJ0433918006602
False,DVTR9529351540278
False,KYKY1341825507315
False,IXOW5153005559264
False,PQMC8222461608712
True,CZVH4761721697366
False,YHRK0375692049433
False,GCHB0264922547559
False,PGLR9862248281935
False,HJEL3558618658776
False,UJRV4731766035418
False,VMSV6253286418154
False,ZFZU6350337448053
False,OSYD0573192988708
False,JRYO4470110375382
False,SFGR4018521165205
False,JZMY1207995851153
False,ZLQA0684835439982
False,JPWA1231569960158
False,SPQN2681416506940
True,CZBE7708588621838
False,DSES3211758539066
False,DDXY1706121578619
False,SBPS3600452379854
True,CBKT5647889091044
False,ZKGC6579252901913
True,DMDR0387502821016
False,NBZX5669300119921
False,NKDT2624049634480
False,KZNY6538334122181
False,EGAT9672293978835
False,BSZZ6867110147602
True,GRSM8703170123314
False,PXGX7573519258664
False,ELHD6244448395203
False,GRNT1066316679746
False,DBIV8768480216361
False,HUXD6891717924707
True,PIKC8115082077024
False,RKMA9824621804938
False,XDRP5872821143669
False,RGAX3942704250466
False,MUOC2295120659955
False,MJCG7406829635384
False,RNSY1353381993430
False,IUPQ8169468022589
True,NZUV7907688386440
False,BIRC5705714193922
False,JZAK3395802443801
False,TZWZ0667722841055
False,EVFY0231009618396
True,IBKY9675449959400
False,GWDE4590971939710
False,VOHR6811082722013
False,GLVW6241803331455
True,FPPN8938856416801
False,RGAR2795976299445
False,KVHP8012409771411
False,CPFC6752174549032
False,EVQQ9217771051950
False,HFII9858533005708
False,LENE6067255203060
False,NZAB1979661112209
True,XPZM8023411524890
False,FXTP7488080489168
False,VZMV7691021042420
False,CPQO4921496383653
False,GCVU4871458533381
False,RHLN7452681955110
False,WVRJ6078152925340
False,IKGG1719027923226
False,PNWE9743521615042
False,WPIE0229369197566
False,QYXW4069295693074
False,GEEH1608408058270
False,JHTI4451157551310
False,BOTR5478124796511
False,XFBK7815810049636
False,PGMX0381346000530
False,ZLBO0759732921009
False,XHXX5077731692809
False,BTES2134724872825
False,LEMU9985896798043
False,IQQG4586612120394
False,FHXC1336856648622
False,CURZ7880465065604
False,ELNY4713990177971
False,YVTG3497134329581
False,HDVT3435338628614
False,LBME9289224840227
False,DEYK0254789710510
False,JYEB5605084268535
False,GWLP2473470137380
True,LIUK4092993097529
False,NTUU3144578049976
False,XQZQ6808466680669
False,ZUJO7805002779018
False,AIEL1285288132005
False,GGVQ1785747589674
False,RRNU6626991883505
False,LOBC6372959612333
False,KHMR1699150949874
False,FSHD4317818529110
False,CBLT9408171692875
True,BQTS8680679450097
False,OYFB7740706576718
False,QTCL6378913206852
False,RLAQ5930815775615
False,THMA5942936920959
False,FHBU4959798007613
False,KWNO7319757484890
False,GPIP6368779100678
False,QRWY2396575150112
False,XBSG6846234423971
False,GKBB2091495166347
False,NCZD1540352867677
False,AMFO1005150483286
True,JMPJ0878310864535
False,ICQG0300848836800
False,WKVO2124920155358
False,BGIH3558839281895
False,IEXT2389790248990
False,BRZN4124213290617
True,ACLM4255143137681
False,XUQZ1393524015431
False,HPIH7765201337423
False,NUGI7095066331119
False,LIMR0139485280863
False,UZNJ7284707354203
False,QYEQ2109203013256
False,CDYW6604585648519
True,TXDR4305264363559
False,TRFT6619301855013
False,NOGD3691740757215
False,SWXH9356686177991
False,PXZS8277021932257
False,KFQQ8804182931462
False,TXBW0591337887381
True,EYSU6120992982967
False,BNYT3784642471109
False,CQRH9308408542516
True,BMMM6848603531103
False,VSOU1701820544593
False,GMVR8715101676886
False,QZZS8461178603980
True,QEXF1996067898769
False,UWDE4313399621461
False,NPHM7004658299337
False,RPDN1194192787454
False,LTVI3532098595209
False,GIBC1201434863496
False,FPON2205365206481
True,XJMP1647063104306
False,LJNG6615941322469
True,FTXK8344324716827
True,YFJI8137900578035
False,DWTG7826400263699
False,KEPG6648293186421
False,GGDT1894255872169
True,QPJD6575011350650
False,SHQW1273582220942
False,TNCX9818839284478
False,ZESE5899593921348
False,ULKZ2584096659958
False,ODGO6632007707028
False,VKSH9432739340115
False,EVIA1187656605394
False,XQRA6607418134570
False,ZBMI7452238038723
False,UWMC3587928545790
False,QDJK8756972252920
False,NTON7913256153471
False,NXRM6255609481096
False,VDDT1420866320750
False,SQMX1022687455707
False,QDXL9144438136541
False,GBJW1992012222717
False,LHZU0131618790399
False,XJKW6915250612104
True,IGUW7267136550702
False,RFTQ7783028312201
False,FHRT5163178446841
False,PNWM5941571708083
False,DKNS2227065505589
False,LWRK5921618471246
False,LMGV1618971293269
False,XFPV6442934058812
False,NQOI8540516298867
False,IRGD0697601654719
False,XKLJ2979802520388
True,BLPF8221387826816
False,SKIL1917256249330
False,LAUG5985566106098
False,LGIU8014434036083
False,CFIT8346322521551
False,ULVT1432343886378
False,EUOK7002448122984
False,QLIY9266899442187
False,XPNS3042447227818
False,BECU8316792222200
False,KICT6887266837105
True,CWST9690241386206
False,VKMU4406694168926
True,TYJF3603802473490
False,KBKY1501316047300
False,GVMC0080080557084
False,YAEO4383467142517
True,NCAU3406137659139
False,LFQQ2168821188006
False,KUYB3316060097398
False,ECFO4111081433814
False,FMEG9105944839865
False,NEEA4620204468374
False,DIPL5228806831945
False,LHXU8445118871809
False,WSRR7888331665056
False,GKVP2317188627998
False,PRNO6375319038742
False,HDZK9639704585443
False,LKCS6420518619786
False,ZTHJ5993067518055
False,YJIB8336763705171
False,ZEHN2295791659875
False,YSFH1897412467355
False,XOFO2593656424048
False,IKIY9311539363818
False,CDGZ9066714852642
True,VMVK1076427312275
False,MJTT7160023572048
False,OPPE9713871905324
False,DNXS0652073137880
False,WRUH3199610629673
False,BVPH8472798401652
False,SIUA0638588987710
False,ASMN0065348424960
False,GHKN6759138315694
False,FZHZ5173725982204
True,MNPB0816800675186
False,BWIT8669529147249
True,YRBS3448529363950
False,GYEJ5735610978656
False,LGGG9956246127007
False,ZJLB8357027559584
False,HDFS5355222750935
False,JCNF4827291864008
False,ERIA2039844824370
False,RVSI0334565883091
False,UNCR7516814790288
False,KNCY6347934557708
False,TZYM7951456035075
False,XJIA6915295163261
True,OPOG9132448369774
False,MFRX1330534049209
True,OLGF7954100982658
True,KNZX5660773848185
False,ASTX0962415426602
True,SYBG1371220397794
False,WOOU0150469749125
False,YOZE1771781005007
True,XLEI4872717727138
True,ULFH4965725285957
False,QVIY4685472117063
False,IFUF2864196486579
False,ZKUC8667602973992
False,QCKE4274521782267
False,ITNW0984789010730
False,AQTX7325422920134
True,DRDG2188687023108
False,OMCD6064387341464
False,BSBN5053801954876
False,ZOUZ2426511521603
False,VQNB2565224153292
True,TCMS3000908517172
False,TUDY9907908167284
False,MIBU9997810574810
False,PKMP1047736611282
False,XCCZ7524940586388
False,IRZO7551084415147
False,SIOC7372080163993
False,IADN0421872559466
False,ZXYZ5987767601299
False,WZIF9287179418528
False,TLGH7623551922458
False,NMFM3438327240759
False,UVJG9678433892462
